File: ul3   18.02.20  02:59:11
Comment: ul3
                    P1Y374-L                                P1Y373-R                                
Time[secs]          Force[N]            Time[secs]          Force[N]            
       0.575        1029.200                   0.575           0.000            
       0.580        1029.200                   0.580           4.980            
       0.585        1020.900                   0.585           0.000            
       0.590        1029.200                   0.590           0.000            
       0.595        1037.500                   0.595           0.000            
       0.600        1037.500                   0.600           5.000            
       0.605        1033.350                   0.605           5.000            
       0.610        1029.200                   0.610           0.000            
       0.615        1029.200                   0.615           0.000            
       0.620        1029.200                   0.620           0.000            
       0.625        1029.200                   0.625           0.000            
       0.630        1029.200                   0.630           2.500            
       0.635        1029.200                   0.635           0.000            
       0.640        1029.200                   0.640           0.000            
       0.645        1025.050                   0.645           2.500            
       0.650        1033.350                   0.650           2.500            
       0.655        1029.200                   0.655           2.500            
       0.660        1029.200                   0.660           0.000            
       0.665        1029.200                   0.665           2.500            
       0.670        1029.200                   0.670           2.500            
       0.675        1037.500                   0.675           7.500            
       0.680        1029.200                   0.680           2.490            
       0.685        1029.200                   0.685           0.000            
       0.690        1033.350                   0.690           0.000            
       0.695        1029.200                   0.695           0.000            
       0.700        1037.500                   0.700           0.000            
       0.705        1033.350                   0.705           0.000            
       0.710        1029.200                   0.710           0.000            
       0.715        1033.350                   0.715           0.000            
       0.720        1029.200                   0.720           2.490            
       0.725        1025.050                   0.725           0.000            
       0.730        1020.900                   0.730           0.000            
       0.735        1029.200                   0.735           0.000            
       0.740        1020.900                   0.740           0.000            
       0.745        1020.900                   0.745           0.000            
       0.750        1032.500                   0.750           7.500            
       0.755        1015.980                   0.755           4.980            
       0.760        1024.240                   0.760           0.000            
       0.765        1024.240                   0.765           4.980            
       0.770        1024.240                   0.770           2.490            
       0.775        1020.110                   0.775           0.000            
       0.780        1024.240                   0.780           0.000            
       0.785        1024.240                   0.785           0.000            
       0.790        1020.110                   0.790           0.000            
       0.795        1015.980                   0.795           2.490            
       0.800        1024.240                   0.800           0.000            
       0.805        1024.240                   0.805           2.490            
       0.810        1020.110                   0.810           0.000            
       0.815        1015.980                   0.815           4.980            
       0.820        1024.240                   0.820           2.490            
       0.825        1023.390                   0.825          10.000            
       0.830        1027.500                   0.830           2.480            
       0.835        1019.280                   0.835           0.000            
       0.840        1019.280                   0.840           2.480            
       0.845        1019.280                   0.845           2.480            
       0.850        1019.280                   0.850           0.000            
       0.855        1023.390                   0.855           0.000            
       0.860        1027.500                   0.860           0.000            
       0.865        1019.280                   0.865          10.000            
       0.870        1027.500                   0.870           0.000            
       0.875        1023.390                   0.875           2.480            
       0.880        1023.390                   0.880           0.000            
       0.885        1019.280                   0.885           0.000            
       0.890        1023.390                   0.890           0.000            
       0.895        1019.280                   0.895           7.480            
       0.900        1030.860                   0.900          10.000            
       0.905        1022.580                   0.905           5.000            
       0.910        1026.720                   0.910           2.480            
       0.915        1022.580                   0.915           2.480            
       0.920        1026.720                   0.920           2.480            
       0.925        1030.860                   0.925           7.480            
       0.930        1030.860                   0.930           2.480            
       0.935        1022.580                   0.935           0.000            
       0.940        1026.720                   0.940           2.480            
       0.945        1026.720                   0.945           0.000            
       0.950        1030.860                   0.950           0.000            
       0.955        1035.000                   0.955           0.000            
       0.960        1026.720                   0.960           0.000            
       0.965        1030.860                   0.965           0.000            
       0.970        1026.720                   0.970           0.000            
       0.975        1034.160                   0.975           7.500            
       0.980        1029.990                   0.980           2.490            
       0.985        1034.160                   0.985           0.000            
       0.990        1034.160                   0.990           0.000            
       0.995        1034.160                   0.995           0.000            
       1.000        1034.160                   1.000           0.000            
       1.005        1034.160                   1.005           0.000            
       1.010        1034.160                   1.010           2.490            
       1.015        1034.160                   1.015           2.490            
       1.020        1038.330                   1.020           2.490            
       1.025        1034.160                   1.025           0.000            
       1.030        1038.330                   1.030           2.490            
       1.035        1042.500                   1.035           0.000            
       1.040        1038.330                   1.040           4.980            
       1.045        1042.500                   1.045           0.000            
       1.050        1047.500                   1.050          10.000            
       1.055        1039.120                   1.055           2.480            
       1.060        1043.310                   1.060           5.000            
       1.065        1034.930                   1.065           0.000            
       1.070        1039.120                   1.070           0.000            
       1.075        1039.120                   1.075           0.000            
       1.080        1039.120                   1.080           5.000            
       1.085        1039.120                   1.085           5.000            
       1.090        1039.120                   1.090           2.480            
       1.095        1039.120                   1.095           0.000            
       1.100        1039.120                   1.100           5.000            
       1.105        1039.120                   1.105           0.000            
       1.110        1034.930                   1.110           7.480            
       1.115        1039.120                   1.115           5.000            
       1.120        1030.740                   1.120           5.000            
       1.125        1040.000                   1.125           7.500            
       1.130        1031.680                   1.130           0.000            
       1.135        1031.680                   1.135           0.000            
       1.140        1031.680                   1.140           7.500            
       1.145        1023.360                   1.145           2.490            
       1.150        1027.520                   1.150           4.980            
       1.155        1023.360                   1.155           0.000            
       1.160        1023.360                   1.160           4.980            
       1.165        1023.360                   1.165           0.000            
       1.170        1027.520                   1.170           2.490            
       1.175        1023.360                   1.175           2.490            
       1.180        1019.200                   1.180           0.000            
       1.185        1023.360                   1.185           2.490            
       1.190        1023.360                   1.190           0.000            
       1.195        1023.360                   1.195           0.000            
       1.200        1035.840                   1.200           7.500            
       1.205        1031.680                   1.205           0.000            
       1.210        1023.360                   1.210           2.490            
       1.215        1023.360                   1.215           0.000            
       1.220        1027.520                   1.220           2.490            
       1.225        1031.680                   1.225           0.000            
       1.230        1031.680                   1.230           2.490            
       1.235        1040.000                   1.235           2.490            
       1.240        1031.680                   1.240           0.000            
       1.245        1031.680                   1.245           0.000            
       1.250        1040.000                   1.250           2.490            
       1.255        1035.840                   1.255           7.500            
       1.260        1035.840                   1.260           7.500            
       1.265        1031.680                   1.265           2.490            
       1.270        1035.840                   1.270           0.000            
       1.275        1036.640                   1.275           5.000            
       1.280        1036.640                   1.280           0.000            
       1.285        1040.820                   1.285           2.500            
       1.290        1036.640                   1.290           2.500            
       1.295        1036.640                   1.295           0.000            
       1.300        1032.460                   1.300           2.500            
       1.305        1036.640                   1.305           0.000            
       1.310        1036.640                   1.310           2.500            
       1.315        1036.640                   1.315           0.000            
       1.320        1040.820                   1.320           2.500            
       1.325        1036.640                   1.325           0.000            
       1.330        1040.820                   1.330           2.500            
       1.335        1036.640                   1.335           0.000            
       1.340        1032.460                   1.340           2.500            
       1.345        1045.000                   1.345           0.000            
       1.350        1040.000                   1.350           7.480            
       1.355        1031.680                   1.355           5.000            
       1.360        1031.680                   1.360           2.480            
       1.365        1031.680                   1.365           5.000            
       1.370        1040.000                   1.370           2.480            
       1.375        1027.520                   1.375           7.480            
       1.380        1023.360                   1.380           5.000            
       1.385        1023.360                   1.385           2.480            
       1.390        1027.520                   1.390           0.000            
       1.395        1023.360                   1.395           0.000            
       1.400        1023.360                   1.400           2.480            
       1.405        1019.200                   1.405          10.000            
       1.410        1019.200                   1.410           2.480            
       1.415        1023.360                   1.415           2.480            
       1.420        1023.360                   1.420           5.000            
       1.425        1029.990                   1.425           7.480            
       1.430        1025.820                   1.430           7.480            
       1.435        1025.820                   1.435          10.000            
       1.440        1029.990                   1.440           7.480            
       1.445        1029.990                   1.445           0.000            
       1.450        1029.990                   1.450           2.480            
       1.455        1034.160                   1.455           0.000            
       1.460        1034.160                   1.460           0.000            
       1.465        1042.500                   1.465          10.000            
       1.470        1034.160                   1.470           0.000            
       1.475        1034.160                   1.475           5.000            
       1.480        1034.160                   1.480           0.000            
       1.485        1034.160                   1.485           2.480            
       1.490        1025.820                   1.490           5.000            
       1.495        1034.160                   1.495           2.480            
       1.500        1034.930                   1.500          12.500            
       1.505        1026.550                   1.505           2.500            
       1.510        1034.930                   1.510           0.000            
       1.515        1034.930                   1.515           5.000            
       1.520        1034.930                   1.520           5.000            
       1.525        1043.310                   1.525           0.000            
       1.530        1039.120                   1.530           0.000            
       1.535        1034.930                   1.535           0.000            
       1.540        1034.930                   1.540           0.000            
       1.545        1039.120                   1.545           5.000            
       1.550        1039.120                   1.550           2.500            
       1.555        1039.120                   1.555           7.500            
       1.560        1034.930                   1.560           2.500            
       1.565        1047.500                   1.565           2.500            
       1.570        1039.120                   1.570           2.500            
       1.575        1060.000                   1.575           7.500            
       1.580        1047.280                   1.580           2.490            
       1.585        1047.280                   1.585           2.490            
       1.590        1051.520                   1.590           7.500            
       1.595        1047.280                   1.595           2.490            
       1.600        1047.280                   1.600           2.490            
       1.605        1051.520                   1.605           4.980            
       1.610        1051.520                   1.610           0.000            
       1.615        1051.520                   1.615           2.490            
       1.620        1047.280                   1.620           0.000            
       1.625        1051.520                   1.625           2.490            
       1.630        1047.280                   1.630           4.980            
       1.635        1047.280                   1.635           0.000            
       1.640        1051.520                   1.640           4.980            
       1.645        1051.520                   1.645           7.500            
       1.650        1053.270                   1.650          10.000            
       1.655        1049.040                   1.655           7.500            
       1.660        1049.040                   1.660           5.000            
       1.665        1044.810                   1.665           5.000            
       1.670        1049.040                   1.670           5.000            
       1.675        1049.040                   1.675           2.500            
       1.680        1057.500                   1.680           0.000            
       1.685        1049.040                   1.685           7.500            
       1.690        1049.040                   1.690           0.000            
       1.695        1044.810                   1.695           5.000            
       1.700        1049.040                   1.700           0.000            
       1.705        1049.040                   1.705           2.500            
       1.710        1049.040                   1.710           0.000            
       1.715        1049.040                   1.715          12.500            
       1.720        1049.040                   1.720           5.000            
       1.725        1057.500                   1.725           7.480            
       1.730        1044.810                   1.730           7.480            
       1.735        1049.040                   1.735           0.000            
       1.740        1044.810                   1.740           5.000            
       1.745        1044.810                   1.745           2.480            
       1.750        1049.040                   1.750           2.480            
       1.755        1049.040                   1.755           5.000            
       1.760        1040.580                   1.760           7.480            
       1.765        1044.810                   1.765           5.000            
       1.770        1044.810                   1.770           2.480            
       1.775        1044.810                   1.775           5.000            
       1.780        1044.810                   1.780           0.000            
       1.785        1049.040                   1.785           5.000            
       1.790        1044.810                   1.790          10.000            
       1.795        1049.040                   1.795           2.480            
       1.800        1053.270                   1.800          10.000            
       1.805        1049.040                   1.805          10.000            
       1.810        1049.040                   1.810           2.480            
       1.815        1049.040                   1.815          10.000            
       1.820        1049.040                   1.820           5.000            
       1.825        1049.040                   1.825           7.480            
       1.830        1049.040                   1.830           2.480            
       1.835        1053.270                   1.835           5.000            
       1.840        1053.270                   1.840           2.480            
       1.845        1057.500                   1.845           7.480            
       1.850        1049.040                   1.850           5.000            
       1.855        1049.040                   1.855           5.000            
       1.860        1049.040                   1.860           7.480            
       1.865        1049.040                   1.865           5.000            
       1.870        1049.040                   1.870           7.480            
       1.875        1054.000                   1.875          10.000            
       1.880        1045.500                   1.880           5.000            
       1.885        1049.750                   1.885           7.480            
       1.890        1049.750                   1.890           5.000            
       1.895        1041.250                   1.895           0.000            
       1.900        1049.750                   1.900           5.000            
       1.905        1045.500                   1.905           0.000            
       1.910        1049.750                   1.910           2.480            
       1.915        1049.750                   1.915          10.000            
       1.920        1058.250                   1.920           5.000            
       1.925        1054.000                   1.925           7.480            
       1.930        1054.000                   1.930           2.480            
       1.935        1062.500                   1.935           2.480            
       1.940        1054.000                   1.940           5.000            
       1.945        1058.250                   1.945           2.480            
       1.950        1070.000                   1.950          12.500            
       1.955        1061.440                   1.955           5.000            
       1.960        1061.440                   1.960           0.000            
       1.965        1065.720                   1.965           7.500            
       1.970        1061.440                   1.970           2.500            
       1.975        1065.720                   1.975           7.500            
       1.980        1061.440                   1.980           0.000            
       1.985        1061.440                   1.985           5.000            
       1.990        1065.720                   1.990           5.000            
       1.995        1061.440                   1.995           7.500            
       2.000        1061.440                   2.000           2.500            
       2.005        1061.440                   2.005           2.500            
       2.010        1065.720                   2.010           5.000            
       2.015        1057.160                   2.015           2.500            
       2.020        1057.160                   2.020           0.000            
       2.025        1062.500                   2.025          12.500            
       2.030        1054.000                   2.030          10.000            
       2.035        1058.250                   2.035           7.500            
       2.040        1049.750                   2.040           7.500            
       2.045        1045.500                   2.045           2.500            
       2.050        1041.250                   2.050           0.000            
       2.055        1049.750                   2.055           2.500            
       2.060        1041.250                   2.060           0.000            
       2.065        1045.500                   2.065           2.500            
       2.070        1037.000                   2.070           7.500            
       2.075        1037.000                   2.075           5.000            
       2.080        1037.000                   2.080           2.500            
       2.085        1037.000                   2.085           5.000            
       2.090        1032.750                   2.090           7.500            
       2.095        1028.500                   2.095           5.000            
       2.100        1037.500                   2.100          12.480            
       2.105        1029.200                   2.105           7.500            
       2.110        1029.200                   2.110           7.500            
       2.115        1029.200                   2.115           7.500            
       2.120        1025.050                   2.120           4.980            
       2.125        1025.050                   2.125           4.980            
       2.130        1029.200                   2.130          15.000            
       2.135        1029.200                   2.135           4.980            
       2.140        1020.900                   2.140           0.000            
       2.145        1029.200                   2.145           4.980            
       2.150        1025.050                   2.150           4.980            
       2.155        1025.050                   2.155           2.460            
       2.160        1020.900                   2.160           4.980            
       2.165        1020.900                   2.165           7.500            
       2.170        1020.900                   2.170           7.500            
       2.175        1026.720                   2.175          10.000            
       2.180        1018.440                   2.180           2.500            
       2.185        1018.440                   2.185           5.000            
       2.190        1026.720                   2.190           2.500            
       2.195        1018.440                   2.195          12.500            
       2.200        1026.720                   2.200           5.000            
       2.205        1022.580                   2.205           5.000            
       2.210        1018.440                   2.210           5.000            
       2.215        1026.720                   2.215           5.000            
       2.220        1030.860                   2.220           5.000            
       2.225        1018.440                   2.225           2.500            
       2.230        1030.860                   2.230           2.500            
       2.235        1030.860                   2.235           2.500            
       2.240        1035.000                   2.240           5.000            
       2.245        1030.860                   2.245           0.000            
       2.250        1047.500                   2.250          12.500            
       2.255        1034.930                   2.255          10.000            
       2.260        1034.930                   2.260           5.000            
       2.265        1039.120                   2.265           2.500            
       2.270        1034.930                   2.270           5.000            
       2.275        1034.930                   2.275           5.000            
       2.280        1039.120                   2.280           5.000            
       2.285        1039.120                   2.285           5.000            
       2.290        1039.120                   2.290           7.500            
       2.295        1039.120                   2.295           7.500            
       2.300        1034.930                   2.300           2.500            
       2.305        1039.120                   2.305           2.500            
       2.310        1047.500                   2.310           5.000            
       2.315        1039.120                   2.315           2.500            
       2.320        1047.500                   2.320           7.500            
       2.325        1052.500                   2.325          12.500            
       2.330        1044.080                   2.330           7.500            
       2.335        1044.080                   2.335           7.500            
       2.340        1039.870                   2.340           2.500            
       2.345        1039.870                   2.345           5.000            
       2.350        1044.080                   2.350           5.000            
       2.355        1044.080                   2.355           2.500            
       2.360        1044.080                   2.360           7.500            
       2.365        1044.080                   2.365           2.500            
       2.370        1044.080                   2.370           7.500            
       2.375        1039.870                   2.375           5.000            
       2.380        1039.870                   2.380           5.000            
       2.385        1044.080                   2.385           5.000            
       2.390        1044.080                   2.390           0.000            
       2.395        1044.080                   2.395           5.000            
       2.400        1047.500                   2.400           9.940            
       2.405        1039.120                   2.405          12.460            
       2.410        1039.120                   2.410           7.490            
       2.415        1039.120                   2.415           7.490            
       2.420        1039.120                   2.420           4.970            
       2.425        1039.120                   2.425          12.460            
       2.430        1034.930                   2.430           7.490            
       2.435        1034.930                   2.435           4.970            
       2.440        1034.930                   2.440           7.490            
       2.445        1034.930                   2.445           2.450            
       2.450        1039.120                   2.450           4.970            
       2.455        1039.120                   2.455          17.500            
       2.460        1039.120                   2.460           9.940            
       2.465        1034.930                   2.465           2.450            
       2.470        1034.930                   2.470           9.940            
       2.475        1042.500                   2.475          12.480            
       2.480        1029.990                   2.480           2.460            
       2.485        1029.990                   2.485           7.500            
       2.490        1025.820                   2.490           2.460            
       2.495        1025.820                   2.495           4.980            
       2.500        1025.820                   2.500           0.000            
       2.505        1029.990                   2.505           2.460            
       2.510        1034.160                   2.510          15.000            
       2.515        1034.160                   2.515           7.500            
       2.520        1034.160                   2.520           4.980            
       2.525        1042.500                   2.525           9.960            
       2.530        1034.160                   2.530           7.500            
       2.535        1038.330                   2.535           7.500            
       2.540        1038.330                   2.540           7.500            
       2.545        1034.160                   2.545           4.980            
       2.550        1050.000                   2.550          15.000            
       2.555        1033.200                   2.555           7.500            
       2.560        1037.400                   2.560           9.960            
       2.565        1037.400                   2.565           4.980            
       2.570        1033.200                   2.570           7.500            
       2.575        1037.400                   2.575           9.960            
       2.580        1037.400                   2.580           0.000            
       2.585        1037.400                   2.585           4.980            
       2.590        1037.400                   2.590           7.500            
       2.595        1050.000                   2.595           4.980            
       2.600        1045.800                   2.600           4.980            
       2.605        1041.600                   2.605           7.500            
       2.610        1045.800                   2.610          12.480            
       2.615        1041.600                   2.615           7.500            
       2.620        1045.800                   2.620           4.980            
       2.625        1048.290                   2.625          12.500            
       2.630        1044.080                   2.630           7.500            
       2.635        1044.080                   2.635           5.000            
       2.640        1052.500                   2.640           7.500            
       2.645        1048.290                   2.645           5.000            
       2.650        1048.290                   2.650           5.000            
       2.655        1044.080                   2.655           7.500            
       2.660        1052.500                   2.660           5.000            
       2.665        1052.500                   2.665           2.500            
       2.670        1044.080                   2.670          10.000            
       2.675        1044.080                   2.675           5.000            
       2.680        1048.290                   2.680           2.500            
       2.685        1048.290                   2.685           5.000            
       2.690        1048.290                   2.690           7.500            
       2.695        1044.080                   2.695           5.000            
       2.700        1043.310                   2.700          15.000            
       2.705        1039.120                   2.705           7.500            
       2.710        1043.310                   2.710           2.460            
       2.715        1043.310                   2.715           4.980            
       2.720        1043.310                   2.720           2.460            
       2.725        1039.120                   2.725           7.500            
       2.730        1047.500                   2.730           4.980            
       2.735        1039.120                   2.735           0.000            
       2.740        1034.930                   2.740           7.500            
       2.745        1034.930                   2.745           7.500            
       2.750        1034.930                   2.750           2.460            
       2.755        1026.550                   2.755           7.500            
       2.760        1030.740                   2.760           7.500            
       2.765        1030.740                   2.765           7.500            
       2.770        1026.550                   2.770           2.460            
       2.775        1035.000                   2.775          15.000            
       2.780        1022.580                   2.780           7.500            
       2.785        1018.440                   2.785           4.980            
       2.790        1026.720                   2.790           0.000            
       2.795        1022.580                   2.795           4.980            
       2.800        1018.440                   2.800           4.980            
       2.805        1018.440                   2.805           4.980            
       2.810        1018.440                   2.810           7.500            
       2.815        1014.300                   2.815           7.500            
       2.820        1018.440                   2.820           2.460            
       2.825        1018.440                   2.825           2.460            
       2.830        1014.300                   2.830           4.980            
       2.835        1014.300                   2.835           4.980            
       2.840        1014.300                   2.840           2.460            
       2.845        1014.300                   2.845           9.960            
       2.850        1017.500                   2.850           7.500            
       2.855        1009.360                   2.855          12.500            
       2.860        1005.290                   2.860           7.500            
       2.865        1009.360                   2.865           7.500            
       2.870        1009.360                   2.870           2.500            
       2.875        1009.360                   2.875           7.500            
       2.880         997.150                   2.880           7.500            
       2.885        1009.360                   2.885           7.500            
       2.890         997.150                   2.890           0.000            
       2.895         997.150                   2.895           2.500            
       2.900        1001.220                   2.900          10.000            
       2.905         997.150                   2.905           5.000            
       2.910         997.150                   2.910           7.500            
       2.915         997.150                   2.915           5.000            
       2.920        1001.220                   2.920           7.500            
       2.925        1006.950                   2.925          10.000            
       2.930        1006.950                   2.930           2.500            
       2.935        1002.840                   2.935           0.000            
       2.940        1006.950                   2.940           0.000            
       2.945        1011.060                   2.945           5.000            
       2.950        1006.950                   2.950           2.500            
       2.955        1019.280                   2.955           2.500            
       2.960        1019.280                   2.960           2.500            
       2.965        1011.060                   2.965          12.500            
       2.970        1015.170                   2.970           5.000            
       2.975        1019.280                   2.975           2.500            
       2.980        1023.390                   2.980           2.500            
       2.985        1019.280                   2.985           2.500            
       2.990        1023.390                   2.990           2.500            
       2.995        1027.500                   2.995           7.500            
       3.000        1034.280                   3.000           7.500            
       3.005        1034.280                   3.005           7.500            
       3.010        1038.700                   3.010           0.000            
       3.015        1047.540                   3.015           2.490            
       3.020        1047.540                   3.020           4.980            
       3.025        1056.380                   3.025           2.490            
       3.030        1060.800                   3.030           0.000            
       3.035        1060.800                   3.035           2.490            
       3.040        1069.640                   3.040           4.980            
       3.045        1069.640                   3.045           4.980            
       3.050        1078.480                   3.050           4.980            
       3.055        1087.320                   3.055           4.980            
       3.060        1091.740                   3.060           2.490            
       3.065        1096.160                   3.065           2.490            
       3.070        1105.000                   3.070           7.500            
       3.075        1110.000                   3.075           7.500            
       3.080        1115.000                   3.080           7.500            
       3.085        1130.000                   3.085           4.980            
       3.090        1135.000                   3.090           7.500            
       3.095        1140.000                   3.095           2.490            
       3.100        1140.000                   3.100           0.000            
       3.105        1150.000                   3.105           2.490            
       3.110        1160.000                   3.110           4.980            
       3.115        1180.000                   3.115           4.980            
       3.120        1180.000                   3.120           2.490            
       3.125        1190.000                   3.125           2.490            
       3.130        1200.000                   3.130           0.000            
       3.135        1220.000                   3.135           2.490            
       3.140        1230.000                   3.140           2.490            
       3.145        1250.000                   3.145           2.490            
       3.150        1259.950                   3.150           2.480            
       3.155        1276.900                   3.155          10.000            
       3.160        1282.550                   3.160           7.480            
       3.165        1299.500                   3.165           0.000            
       3.170        1310.800                   3.170           2.480            
       3.175        1322.100                   3.175           5.000            
       3.180        1327.750                   3.180           0.000            
       3.185        1344.700                   3.185           2.480            
       3.190        1356.000                   3.190           5.000            
       3.195        1367.300                   3.195           2.480            
       3.200        1378.600                   3.200           5.000            
       3.205        1389.900                   3.205           0.000            
       3.210        1406.850                   3.210           7.480            
       3.215        1406.850                   3.215           0.000            
       3.220        1412.500                   3.220           2.480            
       3.225        1419.300                   3.225           7.480            
       3.230        1419.300                   3.230           5.000            
       3.235        1413.600                   3.235           0.000            
       3.240        1425.000                   3.240          10.000            
       3.245        1413.600                   3.245           5.000            
       3.250        1413.600                   3.250           0.000            
       3.255        1413.600                   3.255           0.000            
       3.260        1402.200                   3.260           0.000            
       3.265        1390.800                   3.265           2.480            
       3.270        1396.500                   3.270           0.000            
       3.275        1385.100                   3.275           0.000            
       3.280        1379.400                   3.280           0.000            
       3.285        1362.300                   3.285           0.000            
       3.290        1345.200                   3.290           2.480            
       3.295        1333.800                   3.295           0.000            
       3.300        1332.500                   3.300           7.500            
       3.305        1300.520                   3.305           2.490            
       3.310        1284.530                   3.310           0.000            
       3.315        1268.540                   3.315           0.000            
       3.320        1252.550                   3.320           0.000            
       3.325        1236.560                   3.325           0.000            
       3.330        1209.910                   3.330           0.000            
       3.335        1193.920                   3.335           4.980            
       3.340        1167.270                   3.340           0.000            
       3.345        1135.290                   3.345           0.000            
       3.350        1108.640                   3.350           0.000            
       3.355        1087.320                   3.355           0.000            
       3.360        1055.340                   3.360           0.000            
       3.365        1018.030                   3.365           2.490            
       3.370         980.720                   3.370           0.000            
       3.375         957.500                   3.375           7.500            
       3.380         907.710                   3.380           0.000            
       3.385         884.730                   3.385           0.000            
       3.390         834.940                   3.390           0.000            
       3.395         796.640                   3.395           0.000            
       3.400         739.190                   3.400           0.000            
       3.405         674.080                   3.405           0.000            
       3.410         608.970                   3.410           0.000            
       3.415         532.370                   3.415           0.000            
       3.420         459.600                   3.420           0.000            
       3.425         375.340                   3.425           0.000            
       3.430         306.400                   3.430           0.000            
       3.435         241.290                   3.435           2.490            
       3.440         180.010                   3.440           0.000            
       3.445         134.050                   3.445           0.000            
       3.450         100.000                   3.450           2.500            
       3.455          72.400                   3.455           2.500            
       3.460          22.400                   3.460           0.000            
