File: ul2   18.02.20  02:58:50
Comment: ul2
                    P1Y374-L                                P1Y373-R                                
Time[secs]          Force[N]            Time[secs]          Force[N]            
       1.640        1058.960                   1.640           0.000            
       1.645        1050.420                   1.645           0.000            
       1.650        1050.000                   1.650           0.000            
       1.655        1041.600                   1.655           0.000            
       1.660        1037.400                   1.660           0.000            
       1.665        1037.400                   1.665           0.000            
       1.670        1037.400                   1.670           0.000            
       1.675        1033.200                   1.675           0.000            
       1.680        1024.800                   1.680           0.000            
       1.685        1029.000                   1.685           0.000            
       1.690        1024.800                   1.690           0.000            
       1.695        1024.800                   1.695           0.000            
       1.700        1024.800                   1.700           0.000            
       1.705        1016.400                   1.705           0.000            
       1.710        1016.400                   1.710           0.000            
       1.715        1016.400                   1.715           0.000            
       1.720        1016.400                   1.720           0.000            
       1.725        1026.720                   1.725           0.000            
       1.730        1018.440                   1.730           0.000            
       1.735        1022.580                   1.735           0.000            
       1.740        1022.580                   1.740           0.000            
       1.745        1026.720                   1.745           0.000            
       1.750        1022.580                   1.750           0.000            
       1.755        1026.720                   1.755           0.000            
       1.760        1026.720                   1.760           0.000            
       1.765        1026.720                   1.765           0.000            
       1.770        1035.000                   1.770           0.000            
       1.775        1035.000                   1.775           0.000            
       1.780        1030.860                   1.780           0.000            
       1.785        1030.860                   1.785           0.000            
       1.790        1035.000                   1.790           0.000            
       1.795        1035.000                   1.795           0.000            
       1.800        1045.000                   1.800           0.000            
       1.805        1036.640                   1.805           0.000            
       1.810        1036.640                   1.810           0.000            
       1.815        1036.640                   1.815           0.000            
       1.820        1032.460                   1.820           0.000            
       1.825        1036.640                   1.825           0.000            
       1.830        1040.820                   1.830           0.000            
       1.835        1032.460                   1.835           0.000            
       1.840        1032.460                   1.840           0.000            
       1.845        1028.280                   1.845           0.000            
       1.850        1028.280                   1.850           0.000            
       1.855        1032.460                   1.855           0.000            
       1.860        1028.280                   1.860           0.000            
       1.865        1032.460                   1.865           0.000            
       1.870        1032.460                   1.870           0.000            
       1.875        1040.000                   1.875           0.000            
       1.880        1031.680                   1.880           0.000            
       1.885        1031.680                   1.885           0.000            
       1.890        1040.000                   1.890           0.000            
       1.895        1031.680                   1.895           0.000            
       1.900        1031.680                   1.900           0.000            
       1.905        1031.680                   1.905           0.000            
       1.910        1031.680                   1.910           0.000            
       1.915        1027.520                   1.915           0.000            
       1.920        1023.360                   1.920           0.000            
       1.925        1023.360                   1.925           0.000            
       1.930        1031.680                   1.930           0.000            
       1.935        1027.520                   1.935           0.000            
       1.940        1031.680                   1.940           0.000            
       1.945        1031.680                   1.945           0.000            
       1.950        1040.000                   1.950           0.000            
       1.955        1040.000                   1.955           0.000            
       1.960        1031.680                   1.960           0.000            
       1.965        1035.840                   1.965           0.000            
       1.970        1031.680                   1.970           0.000            
       1.975        1027.520                   1.975           0.000            
       1.980        1031.680                   1.980           0.000            
       1.985        1027.520                   1.985           0.000            
       1.990        1023.360                   1.990           0.000            
       1.995        1027.520                   1.995           0.000            
       2.000        1027.520                   2.000           0.000            
       2.005        1027.520                   2.005           0.000            
       2.010        1023.360                   2.010           0.000            
       2.015        1027.520                   2.015           0.000            
       2.020        1027.520                   2.020           0.000            
       2.025        1037.400                   2.025           0.000            
       2.030        1033.200                   2.030           0.000            
       2.035        1045.800                   2.035           0.000            
       2.040        1029.000                   2.040           0.000            
       2.045        1037.400                   2.045           0.000            
       2.050        1037.400                   2.050           0.000            
       2.055        1037.400                   2.055           0.000            
       2.060        1037.400                   2.060           0.000            
       2.065        1041.600                   2.065           0.000            
       2.070        1041.600                   2.070           0.000            
       2.075        1037.400                   2.075           0.000            
       2.080        1041.600                   2.080           0.000            
       2.085        1041.600                   2.085           0.000            
       2.090        1041.600                   2.090           0.000            
       2.095        1050.000                   2.095           0.000            
       2.100        1046.560                   2.100           0.000            
       2.105        1042.340                   2.105           0.000            
       2.110        1042.340                   2.110           0.000            
       2.115        1046.560                   2.115           0.000            
       2.120        1042.340                   2.120           0.000            
       2.125        1055.000                   2.125           0.000            
       2.130        1046.560                   2.130           0.000            
       2.135        1046.560                   2.135           0.000            
       2.140        1050.780                   2.140           0.000            
       2.145        1050.780                   2.145           0.000            
       2.150        1046.560                   2.150           0.000            
       2.155        1046.560                   2.155           0.000            
       2.160        1046.560                   2.160           0.000            
       2.165        1050.780                   2.165           0.000            
       2.170        1055.000                   2.170           0.000            
       2.175        1060.000                   2.175           0.000            
       2.180        1051.520                   2.180           0.000            
       2.185        1051.520                   2.185           0.000            
       2.190        1051.520                   2.190           0.000            
       2.195        1055.760                   2.195           0.000            
       2.200        1055.760                   2.200           0.000            
       2.205        1051.520                   2.205           0.000            
       2.210        1051.520                   2.210           0.000            
       2.215        1051.520                   2.215           0.000            
       2.220        1060.000                   2.220           0.000            
       2.225        1055.760                   2.225           0.000            
       2.230        1051.520                   2.230           0.000            
       2.235        1051.520                   2.235           0.000            
       2.240        1051.520                   2.240           0.000            
       2.245        1051.520                   2.245           0.000            
       2.250        1060.000                   2.250           0.000            
       2.255        1051.520                   2.255           0.000            
       2.260        1043.040                   2.260           0.000            
       2.265        1038.800                   2.265           0.000            
       2.270        1038.800                   2.270           0.000            
       2.275        1034.560                   2.275           0.000            
       2.280        1043.040                   2.280           0.000            
       2.285        1038.800                   2.285           0.000            
       2.290        1043.040                   2.290           0.000            
       2.295        1038.800                   2.295           0.000            
       2.300        1038.800                   2.300           0.000            
       2.305        1038.800                   2.305           0.000            
       2.310        1043.040                   2.310           0.000            
       2.315        1038.800                   2.315           0.000            
       2.320        1038.800                   2.320           0.000            
       2.325        1045.000                   2.325           0.000            
       2.330        1032.460                   2.330           0.000            
       2.335        1036.640                   2.335           0.000            
       2.340        1036.640                   2.340           0.000            
       2.345        1036.640                   2.345           0.000            
       2.350        1036.640                   2.350           0.000            
       2.355        1032.460                   2.355           0.000            
       2.360        1032.460                   2.360           0.000            
       2.365        1028.280                   2.365           0.000            
       2.370        1032.460                   2.370           0.000            
       2.375        1032.460                   2.375           0.000            
       2.380        1024.100                   2.380           0.000            
       2.385        1028.280                   2.385           0.000            
       2.390        1032.460                   2.390           0.000            
       2.395        1028.280                   2.395           0.000            
       2.400        1030.000                   2.400           0.000            
       2.405        1030.000                   2.405           0.000            
       2.410        1025.880                   2.410           0.000            
       2.415        1025.880                   2.415           0.000            
       2.420        1021.760                   2.420           0.000            
       2.425        1021.760                   2.425           0.000            
       2.430        1017.640                   2.430           0.000            
       2.435        1013.520                   2.435           0.000            
       2.440        1025.880                   2.440           0.000            
       2.445        1021.760                   2.445           0.000            
       2.450        1021.760                   2.450           0.000            
       2.455        1021.760                   2.455           0.000            
       2.460        1021.760                   2.460           0.000            
       2.465        1021.760                   2.465           0.000            
       2.470        1021.760                   2.470           0.000            
       2.475        1030.000                   2.475           0.000            
       2.480        1021.760                   2.480           0.000            
       2.485        1021.760                   2.485           0.000            
       2.490        1021.760                   2.490           0.000            
       2.495        1017.640                   2.495           0.000            
       2.500        1021.760                   2.500           0.000            
       2.505        1021.760                   2.505           0.000            
       2.510        1021.760                   2.510           0.000            
       2.515        1021.760                   2.515           0.000            
       2.520        1025.880                   2.520           0.000            
       2.525        1021.760                   2.525           0.000            
       2.530        1025.880                   2.530           0.000            
       2.535        1021.760                   2.535           0.000            
       2.540        1021.760                   2.540           0.000            
       2.545        1025.880                   2.545           0.000            
       2.550        1035.000                   2.550           0.000            
       2.555        1026.720                   2.555           0.000            
       2.560        1026.720                   2.560           0.000            
       2.565        1022.580                   2.565           0.000            
       2.570        1035.000                   2.570           0.000            
       2.575        1026.720                   2.575           0.000            
       2.580        1022.580                   2.580           0.000            
       2.585        1022.580                   2.585           0.000            
       2.590        1026.720                   2.590           0.000            
       2.595        1026.720                   2.595           0.000            
       2.600        1018.440                   2.600           0.000            
       2.605        1022.580                   2.605           0.000            
       2.610        1018.440                   2.610           0.000            
       2.615        1018.440                   2.615           0.000            
       2.620        1014.300                   2.620           0.000            
       2.625        1022.500                   2.625           0.000            
       2.630        1006.140                   2.630           0.000            
       2.635        1006.140                   2.635           0.000            
       2.640        1006.140                   2.640           0.000            
       2.645        1006.140                   2.645           0.000            
       2.650        1010.230                   2.650           0.000            
       2.655        1006.140                   2.655           0.000            
       2.660        1006.140                   2.660           0.000            
       2.665        1010.230                   2.665           0.000            
       2.670        1006.140                   2.670           0.000            
       2.675        1006.140                   2.675           0.000            
       2.680        1006.140                   2.680           0.000            
       2.685        1014.320                   2.685           0.000            
       2.690        1014.320                   2.690           0.000            
       2.695        1014.320                   2.695           0.000            
       2.700        1017.500                   2.700           0.000            
       2.705        1009.360                   2.705           0.000            
       2.710        1009.360                   2.710           0.000            
       2.715        1009.360                   2.715           0.000            
       2.720        1005.290                   2.720           0.000            
       2.725        1005.290                   2.725           0.000            
       2.730        1009.360                   2.730           0.000            
       2.735        1001.220                   2.735           0.000            
       2.740        1009.360                   2.740           0.000            
       2.745        1001.220                   2.745           0.000            
       2.750        1009.360                   2.750           0.000            
       2.755        1001.220                   2.755           0.000            
       2.760        1001.220                   2.760           0.000            
       2.765        1009.360                   2.765           0.000            
       2.770        1005.290                   2.770           0.000            
       2.775        1004.400                   2.775           0.000            
       2.780        1004.400                   2.780           0.000            
       2.785        1012.500                   2.785           0.000            
       2.790        1004.400                   2.790           0.000            
       2.795        1004.400                   2.795           0.000            
       2.800        1004.400                   2.800           0.000            
       2.805        1004.400                   2.805           0.000            
       2.810        1000.350                   2.810           0.000            
       2.815        1004.400                   2.815           0.000            
       2.820        1004.400                   2.820           0.000            
       2.825        1004.400                   2.825           0.000            
       2.830        1012.500                   2.830           0.000            
       2.835        1004.400                   2.835           0.000            
       2.840        1000.350                   2.840           0.000            
       2.845        1004.400                   2.845           0.000            
       2.850        1015.920                   2.850           0.000            
       2.855        1003.680                   2.855           0.000            
       2.860        1003.680                   2.860           0.000            
       2.865        1003.680                   2.865           0.000            
       2.870        1007.760                   2.870           0.000            
       2.875        1011.840                   2.875           0.000            
       2.880        1003.680                   2.880           0.000            
       2.885        1007.760                   2.885           0.000            
       2.890        1003.680                   2.890           0.000            
       2.895        1011.840                   2.895           0.000            
       2.900        1011.840                   2.900           0.000            
       2.905        1007.760                   2.905           0.000            
       2.910        1020.000                   2.910           0.000            
       2.915        1011.840                   2.915           0.000            
       2.920        1020.000                   2.920           0.000            
       2.925        1024.240                   2.925           0.000            
       2.930        1015.980                   2.930           0.000            
       2.935        1024.240                   2.935           0.000            
       2.940        1024.240                   2.940           0.000            
       2.945        1024.240                   2.945           0.000            
       2.950        1024.240                   2.950           0.000            
       2.955        1028.370                   2.955           0.000            
       2.960        1032.500                   2.960           0.000            
       2.965        1024.240                   2.965           0.000            
       2.970        1024.240                   2.970           0.000            
       2.975        1028.370                   2.975           0.000            
       2.980        1032.500                   2.980           0.000            
       2.985        1028.370                   2.985           0.000            
       2.990        1024.240                   2.990           0.000            
       2.995        1028.370                   2.995           0.000            
       3.000        1037.500                   3.000           0.000            
       3.005        1020.900                   3.005           0.000            
       3.010        1025.050                   3.010           0.000            
       3.015        1025.050                   3.015           0.000            
       3.020        1020.900                   3.020           0.000            
       3.025        1016.750                   3.025           0.000            
       3.030        1016.750                   3.030           0.000            
       3.035        1020.900                   3.035           0.000            
       3.040        1020.900                   3.040           0.000            
       3.045        1016.750                   3.045           0.000            
       3.050        1016.750                   3.050           0.000            
       3.055        1012.600                   3.055           0.000            
       3.060        1016.750                   3.060           0.000            
       3.065        1020.900                   3.065           0.000            
       3.070        1016.750                   3.070           0.000            
       3.075        1024.240                   3.075           0.000            
       3.080        1015.980                   3.080           0.000            
       3.085        1020.110                   3.085           0.000            
       3.090        1015.980                   3.090           0.000            
       3.095        1024.240                   3.095           0.000            
       3.100        1015.980                   3.100           0.000            
       3.105        1015.980                   3.105           0.000            
       3.110        1015.980                   3.110           0.000            
       3.115        1015.980                   3.115           2.500            
       3.120        1024.240                   3.120           0.000            
       3.125        1015.980                   3.125           0.000            
       3.130        1028.370                   3.130           0.000            
       3.135        1024.240                   3.135           0.000            
       3.140        1032.500                   3.140           0.000            
       3.145        1032.500                   3.145           0.000            
       3.150        1045.800                   3.150           2.500            
       3.155        1037.400                   3.155           0.000            
       3.160        1041.600                   3.160           0.000            
       3.165        1037.400                   3.165           0.000            
       3.170        1041.600                   3.170           0.000            
       3.175        1037.400                   3.175           2.500            
       3.180        1050.000                   3.180           0.000            
       3.185        1041.600                   3.185           0.000            
       3.190        1045.800                   3.190           0.000            
       3.195        1041.600                   3.195           0.000            
       3.200        1037.400                   3.200           0.000            
       3.205        1041.600                   3.205           0.000            
       3.210        1045.800                   3.210           0.000            
       3.215        1050.000                   3.215           0.000            
       3.220        1045.800                   3.220           0.000            
       3.225        1057.500                   3.225           5.000            
       3.230        1049.040                   3.230           0.000            
       3.235        1049.040                   3.235           0.000            
       3.240        1049.040                   3.240           0.000            
       3.245        1049.040                   3.245           0.000            
       3.250        1049.040                   3.250           0.000            
       3.255        1053.270                   3.255           0.000            
       3.260        1057.500                   3.260           0.000            
       3.265        1053.270                   3.265           0.000            
       3.270        1049.040                   3.270           0.000            
       3.275        1053.270                   3.275           0.000            
       3.280        1049.040                   3.280           0.000            
       3.285        1044.810                   3.285           0.000            
       3.290        1036.350                   3.290           0.000            
       3.295        1036.350                   3.295           0.000            
       3.300        1050.000                   3.300           0.000            
       3.305        1041.600                   3.305           0.000            
       3.310        1037.400                   3.310           0.000            
       3.315        1037.400                   3.315           0.000            
       3.320        1037.400                   3.320           0.000            
       3.325        1037.400                   3.325           0.000            
       3.330        1029.000                   3.330           0.000            
       3.335        1029.000                   3.335           0.000            
       3.340        1024.800                   3.340           0.000            
       3.345        1024.800                   3.345           0.000            
       3.350        1029.000                   3.350           0.000            
       3.355        1029.000                   3.355           0.000            
       3.360        1033.200                   3.360           0.000            
       3.365        1033.200                   3.365           0.000            
       3.370        1037.400                   3.370           0.000            
       3.375        1044.810                   3.375           0.000            
       3.380        1036.350                   3.380           0.000            
       3.385        1036.350                   3.385           0.000            
       3.390        1040.580                   3.390           0.000            
       3.395        1036.350                   3.395           0.000            
       3.400        1044.810                   3.400           0.000            
       3.405        1044.810                   3.405           0.000            
       3.410        1040.580                   3.410           0.000            
       3.415        1049.040                   3.415           0.000            
       3.420        1057.500                   3.420           0.000            
       3.425        1044.810                   3.425           0.000            
       3.430        1044.810                   3.430           0.000            
       3.435        1049.040                   3.435           0.000            
       3.440        1044.810                   3.440           0.000            
       3.445        1044.810                   3.445           0.000            
       3.450        1047.500                   3.450           2.400            
       3.455        1043.310                   3.455           2.400            
       3.460        1047.500                   3.460           0.000            
       3.465        1039.120                   3.465          15.000            
       3.470        1034.930                   3.470          17.400            
       3.475        1034.930                   3.475          22.500            
       3.480        1030.740                   3.480          24.900            
       3.485        1030.740                   3.485          12.450            
       3.490        1022.360                   3.490          19.950            
       3.495        1022.360                   3.495          22.500            
       3.500        1018.170                   3.500          24.900            
       3.505        1022.360                   3.505          27.450            
       3.510        1022.360                   3.510          34.950            
