File: bi1   18.02.20  02:54:24
Comment: bi1
                    P1Y374-L                                P1Y373-R                                
Time[secs]          Force[N]            Time[secs]          Force[N]            
       2.845         490.000                   2.845         568.400            
       2.850         496.920                   2.850         577.500            
       2.855         494.900                   2.855         568.260            
       2.860         494.900                   2.860         568.260            
       2.865         498.940                   2.865         565.950            
       2.870         496.920                   2.870         565.950            
       2.875         494.900                   2.875         568.260            
       2.880         505.000                   2.880         570.570            
       2.885         488.840                   2.885         570.570            
       2.890         496.920                   2.890         568.260            
       2.895         490.860                   2.895         572.880            
       2.900         498.940                   2.900         572.880            
       2.905         496.920                   2.905         572.880            
       2.910         496.920                   2.910         568.260            
       2.915         498.940                   2.915         565.950            
       2.920         498.940                   2.920         570.570            
       2.925         500.000                   2.925         570.720            
       2.930         492.000                   2.930         580.000            
       2.935         492.000                   2.935         570.720            
       2.940         500.000                   2.940         570.720            
       2.945         496.000                   2.945         573.040            
       2.950         492.000                   2.950         575.360            
       2.955         492.000                   2.955         573.040            
       2.960         492.000                   2.960         573.040            
       2.965         492.000                   2.965         573.040            
       2.970         492.000                   2.970         568.400            
       2.975         490.000                   2.975         568.400            
       2.980         492.000                   2.980         570.720            
       2.985         490.000                   2.985         568.400            
       2.990         492.000                   2.990         566.080            
       2.995         494.000                   2.995         573.040            
       3.000         499.380                   3.000         577.500            
       3.005         487.200                   3.005         565.950            
       3.010         493.290                   3.010         563.640            
       3.015         497.350                   3.015         572.880            
       3.020         497.350                   3.020         565.950            
       3.025         493.290                   3.025         568.260            
       3.030         501.410                   3.030         565.950            
       3.035         497.350                   3.035         565.950            
       3.040         499.380                   3.040         565.950            
       3.045         501.410                   3.045         570.570            
       3.050         499.380                   3.050         565.950            
       3.055         503.440                   3.055         565.950            
       3.060         503.440                   3.060         570.570            
       3.065         501.410                   3.065         568.260            
       3.070         507.500                   3.070         568.260            
       3.075         511.290                   3.075         568.260            
       3.080         507.150                   3.080         565.950            
       3.085         500.940                   3.085         565.950            
       3.090         509.220                   3.090         565.950            
       3.095         511.290                   3.095         568.260            
       3.100         511.290                   3.100         570.570            
       3.105         509.220                   3.105         568.260            
       3.110         511.290                   3.110         570.570            
       3.115         517.500                   3.115         577.500            
       3.120         509.220                   3.120         568.260            
       3.125         511.290                   3.125         565.950            
       3.130         511.290                   3.130         568.260            
       3.135         513.360                   3.135         570.570            
       3.140         517.500                   3.140         570.570            
       3.145         509.220                   3.145         568.260            
       3.150         522.500                   3.150         575.510            
       3.155         512.050                   3.155         570.850            
       3.160         512.050                   3.160         573.180            
       3.165         512.050                   3.165         573.180            
       3.170         514.140                   3.170         570.850            
       3.175         514.140                   3.175         573.180            
       3.180         509.960                   3.180         575.510            
       3.185         509.960                   3.185         573.180            
       3.190         509.960                   3.190         573.180            
       3.195         514.140                   3.195         575.510            
       3.200         514.140                   3.200         582.500            
       3.205         512.050                   3.205         577.840            
       3.210         514.140                   3.210         577.840            
       3.215         509.960                   3.215         573.180            
       3.220         505.780                   3.220         570.850            
       3.225         525.000                   3.225         585.000            
       3.230         506.100                   3.230         575.640            
       3.235         508.200                   3.235         573.300            
       3.240         514.500                   3.240         573.300            
       3.245         514.500                   3.245         573.300            
       3.250         508.200                   3.250         570.960            
       3.255         514.500                   3.255         570.960            
       3.260         514.500                   3.260         573.300            
       3.265         514.500                   3.265         575.640            
       3.270         520.800                   3.270         568.620            
       3.275         518.700                   3.275         568.620            
       3.280         518.700                   3.280         563.940            
       3.285         520.800                   3.285         570.960            
       3.290         525.000                   3.290         570.960            
       3.295         525.000                   3.295         566.280            
       3.300         533.520                   3.300         580.000            
       3.305         529.200                   3.305         566.080            
       3.310         520.560                   3.310         568.400            
       3.315         531.360                   3.315         568.400            
       3.320         529.200                   3.320         568.400            
       3.325         527.040                   3.325         563.760            
       3.330         533.520                   3.330         559.120            
       3.335         533.520                   3.335         566.080            
       3.340         533.520                   3.340         568.400            
       3.345         529.200                   3.345         566.080            
       3.350         535.680                   3.350         568.400            
       3.355         533.520                   3.355         561.440            
       3.360         540.000                   3.360         559.120            
       3.365         533.520                   3.365         561.440            
       3.370         533.520                   3.370         556.800            
       3.375         545.600                   3.375         565.000            
       3.380         539.000                   3.380         555.960            
       3.385         536.800                   3.385         555.960            
       3.390         541.200                   3.390         553.700            
       3.395         539.000                   3.395         553.700            
       3.400         539.000                   3.400         553.700            
       3.405         541.200                   3.405         555.960            
       3.410         536.800                   3.410         553.700            
       3.415         541.200                   3.415         553.700            
       3.420         545.600                   3.420         553.700            
       3.425         550.000                   3.425         553.700            
       3.430         545.600                   3.430         553.700            
       3.435         543.400                   3.435         551.440            
       3.440         550.000                   3.440         551.440            
       3.445         545.600                   3.445         546.920            
       3.450         556.320                   3.450         553.040            
       3.455         558.600                   3.455         557.500            
       3.460         554.040                   3.460         548.580            
       3.465         549.480                   3.465         548.580            
       3.470         556.320                   3.470         546.350            
       3.475         558.600                   3.475         544.120            
       3.480         570.000                   3.480         550.810            
       3.485         558.600                   3.485         541.890            
       3.490         558.600                   3.490         544.120            
       3.495         563.160                   3.495         539.660            
       3.500         563.160                   3.500         541.890            
       3.505         563.160                   3.505         537.430            
       3.510         563.160                   3.510         539.660            
       3.515         563.160                   3.515         530.740            
       3.520         570.000                   3.520         530.740            
       3.525         570.400                   3.525         540.000            
       3.530         568.100                   3.530         533.520            
       3.535         568.100                   3.535         527.040            
       3.540         575.000                   3.540         527.040            
       3.545         561.200                   3.545         520.560            
       3.550         568.100                   3.550         527.040            
       3.555         568.100                   3.555         524.880            
       3.560         568.100                   3.560         516.240            
       3.565         568.100                   3.565         527.040            
       3.570         568.100                   3.570         520.560            
       3.575         565.800                   3.575         516.240            
       3.580         568.100                   3.580         516.240            
       3.585         570.400                   3.585         516.240            
       3.590         570.400                   3.590         511.920            
       3.595         575.000                   3.595         511.920            
       3.600         582.500                   3.600         517.500            
       3.605         575.510                   3.605         511.290            
       3.610         568.520                   3.610         509.220            
       3.615         570.850                   3.615         509.220            
       3.620         573.180                   3.620         509.220            
       3.625         575.510                   3.625         507.150            
       3.630         566.190                   3.630         498.870            
       3.635         566.190                   3.635         500.940            
       3.640         568.520                   3.640         503.010            
       3.645         566.190                   3.645         500.940            
       3.650         566.190                   3.650         500.940            
       3.655         568.520                   3.655         503.010            
       3.660         563.860                   3.660         509.220            
       3.665         563.860                   3.665         498.870            
       3.670         563.860                   3.670         498.870            
       3.675         575.000                   3.675         501.840            
       3.680         565.800                   3.680         499.800            
       3.685         568.100                   3.685         510.000            
       3.690         561.200                   3.690         501.840            
       3.695         565.800                   3.695         499.800            
       3.700         563.500                   3.700         499.800            
       3.705         561.200                   3.705         501.840            
       3.710         565.800                   3.710         501.840            
       3.715         565.800                   3.715         503.880            
       3.720         561.200                   3.720         501.840            
       3.725         563.500                   3.725         505.920            
       3.730         563.500                   3.730         505.920            
       3.735         568.100                   3.735         503.880            
       3.740         568.100                   3.740         505.920            
       3.745         568.100                   3.745         510.000            
       3.750         570.850                   3.750         513.040            
       3.755         568.520                   3.755         510.920            
       3.760         568.520                   3.760         517.280            
       3.765         570.850                   3.765         513.040            
       3.770         573.180                   3.770         513.040            
       3.775         573.180                   3.775         508.800            
       3.780         575.510                   3.780         519.400            
       3.785         575.510                   3.785         513.040            
       3.790         575.510                   3.790         517.280            
       3.795         577.840                   3.795         519.400            
       3.800         582.500                   3.800         525.760            
       3.805         573.180                   3.805         525.760            
       3.810         575.510                   3.810         530.000            
       3.815         577.840                   3.815         523.640            
       3.820         582.500                   3.820         523.640            
       3.825         585.000                   3.825         533.520            
       3.830         575.640                   3.830         524.880            
       3.835         575.640                   3.835         529.200            
       3.840         585.000                   3.840         524.880            
       3.845         573.300                   3.845         527.040            
       3.850         577.980                   3.850         527.040            
       3.855         575.640                   3.855         527.040            
       3.860         573.300                   3.860         527.040            
       3.865         573.300                   3.865         529.200            
       3.870         575.640                   3.870         540.000            
       3.875         570.960                   3.875         529.200            
       3.880         575.640                   3.880         533.520            
       3.885         573.300                   3.885         531.360            
       3.890         573.300                   3.890         531.360            
       3.895         577.980                   3.895         524.880            
       3.900         577.500                   3.900         537.500            
       3.905         572.880                   3.905         528.900            
       3.910         572.880                   3.910         531.050            
       3.915         568.260                   3.915         526.750            
       3.920         570.570                   3.920         526.750            
       3.925         570.570                   3.925         526.750            
       3.930         572.880                   3.930         524.600            
       3.935         570.570                   3.935         526.750            
       3.940         570.570                   3.940         522.450            
       3.945         565.950                   3.945         526.750            
       3.950         561.330                   3.950         524.600            
       3.955         565.950                   3.955         526.750            
       3.960         565.950                   3.960         526.750            
       3.965         563.640                   3.965         526.750            
       3.970         565.950                   3.970         522.450            
       3.975         570.000                   3.975         535.000            
       3.980         563.160                   3.980         522.160            
       3.985         560.880                   3.985         524.300            
       3.990         560.880                   3.990         528.580            
       3.995         565.440                   3.995         526.440            
       4.000         563.160                   4.000         528.580            
       4.005         556.320                   4.005         530.720            
       4.010         565.440                   4.010         530.720            
       4.015         560.880                   4.015         528.580            
       4.020         560.880                   4.020         530.720            
       4.025         565.440                   4.025         526.440            
       4.030         563.160                   4.030         530.720            
       4.035         563.160                   4.035         530.720            
       4.040         560.880                   4.040         528.580            
       4.045         563.160                   4.045         528.580            
       4.050         568.100                   4.050         538.160            
       4.055         558.900                   4.055         527.310            
       4.060         563.500                   4.060         529.480            
       4.065         568.100                   4.065         535.990            
       4.070         565.800                   4.070         533.820            
       4.075         565.800                   4.075         531.650            
       4.080         565.800                   4.080         533.820            
       4.085         565.800                   4.085         535.990            
       4.090         568.100                   4.090         535.990            
       4.095         568.100                   4.095         531.650            
       4.100         575.000                   4.100         538.160            
       4.105         570.400                   4.105         538.160            
       4.110         563.500                   4.110         542.500            
       4.115         565.800                   4.115         535.990            
       4.120         561.200                   4.120         531.650            
       4.125         572.500                   4.125         540.000            
       4.130         565.630                   4.130         535.680            
       4.135         567.920                   4.135         531.360            
       4.140         565.630                   4.140         533.520            
       4.145         567.920                   4.145         535.680            
       4.150         567.920                   4.150         535.680            
       4.155         567.920                   4.155         535.680            
       4.160         567.920                   4.160         533.520            
       4.165         567.920                   4.165         529.200            
       4.170         565.630                   4.170         531.360            
       4.175         565.630                   4.175         531.360            
       4.180         567.920                   4.180         531.360            
       4.185         565.630                   4.185         531.360            
       4.190         565.630                   4.190         529.200            
       4.195         563.340                   4.195         531.360            
       4.200         572.500                   4.200         540.000            
       4.205         565.630                   4.205         535.680            
       4.210         565.630                   4.210         533.520            
       4.215         561.050                   4.215         531.360            
       4.220         561.050                   4.220         535.680            
       4.225         563.340                   4.225         535.680            
       4.230         567.920                   4.230         533.520            
       4.235         563.340                   4.235         529.200            
       4.240         563.340                   4.240         531.360            
       4.245         558.760                   4.245         531.360            
       4.250         563.340                   4.250         531.360            
       4.255         572.500                   4.255         531.360            
       4.260         563.340                   4.260         529.200            
       4.265         561.050                   4.265         529.200            
       4.270         563.340                   4.270         529.200            
       4.275         572.500                   4.275         530.720            
       4.280         561.050                   4.280         528.580            
       4.285         563.340                   4.285         528.580            
       4.290         561.050                   4.290         522.160            
       4.295         565.630                   4.295         526.440            
       4.300         556.470                   4.300         528.580            
       4.305         558.760                   4.305         528.580            
       4.310         558.760                   4.310         526.440            
       4.315         561.050                   4.315         528.580            
       4.320         563.340                   4.320         535.000            
       4.325         558.760                   4.325         526.440            
       4.330         561.050                   4.330         528.580            
       4.335         563.340                   4.335         530.720            
       4.340         561.050                   4.340         528.580            
       4.345         565.630                   4.345         528.580            
       4.350         575.000                   4.350         537.500            
       4.355         558.900                   4.355         524.600            
       4.360         561.200                   4.360         528.900            
       4.365         561.200                   4.365         522.450            
       4.370         558.900                   4.370         524.600            
       4.375         563.500                   4.375         524.600            
       4.380         575.000                   4.380         528.900            
       4.385         561.200                   4.385         524.600            
       4.390         561.200                   4.390         526.750            
       4.395         556.600                   4.395         526.750            
       4.400         558.900                   4.400         524.600            
       4.405         561.200                   4.405         524.600            
       4.410         565.800                   4.410         531.050            
       4.415         558.900                   4.415         528.900            
       4.420         558.900                   4.420         526.750            
       4.425         567.500                   4.425         535.000            
       4.430         556.150                   4.430         524.300            
       4.435         553.880                   4.435         526.440            
       4.440         553.880                   4.440         526.440            
       4.445         556.150                   4.445         528.580            
       4.450         556.150                   4.450         524.300            
       4.455         556.150                   4.455         524.300            
       4.460         556.150                   4.460         524.300            
       4.465         558.420                   4.465         528.580            
       4.470         560.690                   4.470         528.580            
       4.475         556.150                   4.475         522.160            
       4.480         553.880                   4.480         524.300            
       4.485         560.690                   4.485         522.160            
       4.490         556.150                   4.490         526.440            
       4.495         556.150                   4.495         526.440            
       4.500         562.500                   4.500         526.440            
       4.505         555.750                   4.505         524.300            
       4.510         555.750                   4.510         522.160            
       4.515         558.000                   4.515         526.440            
       4.520         555.750                   4.520         515.740            
       4.525         553.500                   4.525         526.440            
       4.530         551.250                   4.530         522.160            
       4.535         546.750                   4.535         517.880            
       4.540         549.000                   4.540         524.300            
       4.545         544.500                   4.545         528.580            
       4.550         546.750                   4.550         535.000            
       4.555         546.750                   4.555         524.300            
       4.560         549.000                   4.560         530.720            
       4.565         553.500                   4.565         530.720            
       4.570         551.250                   4.570         530.720            
       4.575         553.040                   4.575         533.200            
       4.580         546.350                   4.580         528.900            
       4.585         546.350                   4.585         524.600            
       4.590         544.120                   4.590         528.900            
       4.595         550.810                   4.595         531.050            
       4.600         548.580                   4.600         533.200            
       4.605         550.810                   4.605         533.200            
       4.610         553.040                   4.610         533.200            
       4.615         557.500                   4.615         533.200            
       4.620         557.500                   4.620         533.200            
       4.625         553.040                   4.625         531.050            
       4.630         550.810                   4.630         533.200            
       4.635         553.040                   4.635         537.500            
       4.640         553.040                   4.640         531.050            
       4.645         550.810                   4.645         533.200            
       4.650         558.000                   4.650         538.160            
       4.655         551.250                   4.655         533.820            
       4.660         549.000                   4.660         531.650            
       4.665         553.500                   4.665         533.820            
       4.670         553.500                   4.670         531.650            
       4.675         555.750                   4.675         542.500            
       4.680         558.000                   4.680         529.480            
       4.685         555.750                   4.685         529.480            
       4.690         558.000                   4.690         529.480            
       4.695         562.500                   4.695         531.650            
       4.700         553.500                   4.700         531.650            
       4.705         562.500                   4.705         531.650            
       4.710         558.000                   4.710         529.480            
       4.715         553.500                   4.715         531.650            
       4.720         558.000                   4.720         522.970            
       4.725         563.500                   4.725         532.500            
       4.730         554.300                   4.730         523.980            
       4.735         556.600                   4.735         519.720            
       4.740         556.600                   4.740         523.980            
       4.745         556.600                   4.745         511.200            
       4.750         554.300                   4.750         513.330            
       4.755         561.200                   4.755         515.460            
       4.760         556.600                   4.760         513.330            
       4.765         558.900                   4.765         511.200            
       4.770         558.900                   4.770         513.330            
       4.775         565.800                   4.775         511.200            
       4.780         561.200                   4.780         509.070            
       4.785         561.200                   4.785         504.810            
       4.790         563.500                   4.790         500.550            
       4.795         575.000                   4.795         500.550            
       4.800         575.990                   4.800         507.500            
       4.805         575.990                   4.805         493.290            
       4.810         578.380                   4.810         499.380            
       4.815         580.770                   4.815         493.290            
       4.820         583.160                   4.820         491.260            
       4.825         597.500                   4.825         493.290            
       4.830         583.160                   4.830         483.140            
       4.835         585.550                   4.835         483.140            
       4.840         585.550                   4.840         487.200            
       4.845         587.940                   4.845         481.110            
       4.850         585.550                   4.850         483.140            
       4.855         580.770                   4.855         479.080            
       4.860         585.550                   4.860         479.080            
       4.865         587.940                   4.865         470.960            
       4.870         578.380                   4.870         466.900            
       4.875         590.000                   4.875         467.500            
       4.880         578.200                   4.880         461.890            
       4.885         575.840                   4.885         463.760            
       4.890         571.120                   4.890         454.410            
       4.895         571.120                   4.895         454.410            
       4.900         566.400                   4.900         448.800            
       4.905         566.400                   4.905         441.320            
       4.910         564.040                   4.910         441.320            
       4.915         561.680                   4.915         433.840            
       4.920         561.680                   4.920         439.450            
       4.925         556.960                   4.925         428.230            
       4.930         552.240                   4.930         418.880            
       4.935         556.960                   4.935         417.010            
       4.940         552.240                   4.940         405.790            
       4.945         554.600                   4.945         402.050            
       4.950         555.000                   4.950         402.500            
       4.955         541.680                   4.955         393.750            
       4.960         537.240                   4.960         381.500            
       4.965         539.460                   4.965         376.250            
       4.970         539.460                   4.970         371.000            
       4.975         532.800                   4.975         371.000            
       4.980         530.580                   4.980         367.500            
       4.985         541.680                   4.985         367.500            
       4.990         532.800                   4.990         369.250            
       4.995         541.680                   4.995         374.500            
       5.000         539.460                   5.000         385.000            
       5.005         543.900                   5.005         399.000            
       5.010         546.120                   5.010         404.250            
       5.015         543.900                   5.015         421.750            
       5.020         539.460                   5.020         437.500            
       5.025         548.340                   5.025         455.620            
       5.030         541.680                   5.030         472.340            
       5.035         541.680                   5.035         478.610            
       5.040         555.000                   5.040         491.150            
       5.045         537.240                   5.045         499.510            
       5.050         537.240                   5.050         503.690            
       5.055         532.800                   5.055         509.960            
       5.060         530.580                   5.060         514.140            
       5.065         528.360                   5.065         509.960            
       5.070         521.700                   5.070         512.050            
       5.075         521.700                   5.075         514.140            
       5.080         517.260                   5.080         509.960            
       5.085         512.820                   5.085         516.230            
       5.090         506.160                   5.090         512.050            
       5.095         501.720                   5.095         522.500            
       5.100         499.800                   5.100         521.170            
       5.105         493.500                   5.105         527.500            
       5.110         491.400                   5.110         521.170            
       5.115         493.500                   5.115         521.170            
       5.120         495.600                   5.120         527.500            
       5.125         501.900                   5.125         521.170            
       5.130         499.800                   5.130         523.280            
       5.135         514.500                   5.135         521.170            
       5.140         508.200                   5.140         514.840            
       5.145         506.100                   5.145         514.840            
       5.150         514.500                   5.150         510.620            
       5.155         520.800                   5.155         504.290            
       5.160         520.800                   5.160         504.290            
       5.165         525.000                   5.165         493.740            
       5.170         520.800                   5.170         495.850            
       5.175         526.700                   5.175         495.600            
       5.180         526.700                   5.180         504.000            
       5.185         526.700                   5.185         499.800            
       5.190         526.700                   5.190         495.600            
       5.195         533.600                   5.195         504.000            
       5.200         531.300                   5.200         506.100            
       5.205         535.900                   5.205         512.400            
       5.210         540.500                   5.210         514.500            
       5.215         549.700                   5.215         514.500            
       5.220         556.600                   5.220         516.600            
       5.225         556.600                   5.225         516.600            
       5.230         565.800                   5.230         516.600            
       5.235         563.500                   5.235         518.700            
       5.240         575.000                   5.240         525.000            
       5.245         570.400                   5.245         518.700            
       5.250         583.160                   5.250         526.440            
       5.255         575.990                   5.255         517.880            
       5.260         573.600                   5.260         513.600            
       5.265         575.990                   5.265         513.600            
       5.270         575.990                   5.270         522.160            
       5.275         575.990                   5.275         513.600            
       5.280         575.990                   5.280         526.440            
       5.285         573.600                   5.285         524.300            
       5.290         573.600                   5.290         526.440            
       5.295         571.210                   5.295         524.300            
       5.300         580.770                   5.300         530.720            
       5.305         583.160                   5.305         535.000            
       5.310         585.550                   5.310         528.580            
       5.315         587.940                   5.315         524.300            
       5.320         597.500                   5.320         517.880            
       5.325         597.780                   5.325         522.500            
       5.330         602.700                   5.330         512.050            
       5.335         615.000                   5.335         509.960            
       5.340         610.080                   5.340         509.960            
       5.345         610.080                   5.345         505.780            
       5.350         607.620                   5.350         505.780            
       5.355         610.080                   5.355         505.780            
       5.360         610.080                   5.360         509.960            
       5.365         615.000                   5.365         505.780            
       5.370         610.080                   5.370         505.780            
       5.375         605.160                   5.375         509.960            
       5.380         605.160                   5.380         505.780            
       5.385         605.160                   5.385         505.780            
       5.390         605.160                   5.390         503.690            
       5.395         607.620                   5.395         503.690            
       5.400         615.000                   5.400         502.500            
       5.405         602.700                   5.405         494.460            
       5.410         605.160                   5.410         494.460            
       5.415         607.620                   5.415         488.430            
       5.420         602.700                   5.420         478.380            
       5.425         615.000                   5.425         482.400            
       5.430         615.000                   5.430         472.350            
       5.435         610.080                   5.435         484.410            
       5.440         615.000                   5.440         476.370            
       5.445         607.620                   5.445         482.400            
       5.450         605.160                   5.450         474.360            
       5.455         607.620                   5.455         476.370            
       5.460         607.620                   5.460         474.360            
       5.465         602.700                   5.465         474.360            
       5.470         597.780                   5.470         468.330            
       5.475         602.500                   5.475         472.500            
       5.480         590.450                   5.480         464.940            
       5.485         590.450                   5.485         453.600            
       5.490         592.860                   5.490         453.600            
       5.495         590.450                   5.495         451.710            
       5.500         590.450                   5.500         451.710            
       5.505         590.450                   5.505         444.150            
       5.510         590.450                   5.510         438.480            
       5.515         595.270                   5.515         436.590            
       5.520         592.860                   5.520         434.700            
       5.525         590.450                   5.525         429.030            
       5.530         588.040                   5.530         427.140            
       5.535         583.220                   5.535         423.360            
       5.540         578.400                   5.540         423.360            
       5.545         571.170                   5.545         423.360            
       5.550         572.500                   5.550         432.000            
       5.555         558.760                   5.555         424.320            
       5.560         554.180                   5.560         432.000            
       5.565         542.730                   5.565         433.920            
       5.570         535.860                   5.570         433.920            
       5.575         526.700                   5.575         439.680            
       5.580         510.670                   5.580         443.520            
       5.585         503.800                   5.585         447.360            
       5.590         501.510                   5.590         447.360            
       5.595         499.220                   5.595         453.120            
       5.600         487.770                   5.600         447.360            
       5.605         487.770                   5.605         456.960            
       5.610         485.480                   5.610         458.880            
       5.615         483.190                   5.615         468.480            
       5.620         483.190                   5.620         480.000            
