File: bi2   18.02.20  02:55:14
Comment: bi2
                    P1Y374-L                                P1Y373-R                                
Time[secs]          Force[N]            Time[secs]          Force[N]            
       1.045         548.580                   1.045         491.530            
       1.050         560.000                   1.050         489.060            
       1.055         548.800                   1.055         487.080            
       1.060         553.280                   1.060         487.080            
       1.065         548.800                   1.065         483.120            
       1.070         548.800                   1.070         479.160            
       1.075         546.560                   1.075         489.060            
       1.080         548.800                   1.080         491.040            
       1.085         548.800                   1.085         489.060            
       1.090         546.560                   1.090         495.000            
       1.095         548.800                   1.095         487.080            
       1.100         553.280                   1.100         491.040            
       1.105         548.800                   1.105         495.000            
       1.110         551.040                   1.110         491.040            
       1.115         551.040                   1.115         495.000            
       1.120         548.800                   1.120         489.060            
       1.125         555.000                   1.125         499.380            
       1.130         543.900                   1.130         493.290            
       1.135         546.120                   1.135         491.260            
       1.140         550.560                   1.140         491.260            
       1.145         546.120                   1.145         497.350            
       1.150         546.120                   1.150         493.290            
       1.155         546.120                   1.155         497.350            
       1.160         548.340                   1.160         491.260            
       1.165         546.120                   1.165         493.290            
       1.170         548.340                   1.170         507.500            
       1.175         541.680                   1.175         499.380            
       1.180         543.900                   1.180         499.380            
       1.185         541.680                   1.185         499.380            
       1.190         539.460                   1.190         507.500            
       1.195         539.460                   1.195         499.380            
       1.200         545.000                   1.200         510.880            
       1.205         538.460                   1.205         498.520            
       1.210         540.640                   1.210         500.580            
       1.215         538.460                   1.215         504.700            
       1.220         538.460                   1.220         506.760            
       1.225         538.460                   1.225         500.580            
       1.230         540.640                   1.230         508.820            
       1.235         540.640                   1.235         506.760            
       1.240         545.000                   1.240         508.820            
       1.245         538.460                   1.245         504.700            
       1.250         536.280                   1.250         508.820            
       1.255         536.280                   1.255         504.700            
       1.260         536.280                   1.260         510.880            
       1.265         536.280                   1.265         515.000            
       1.270         538.460                   1.270         506.760            
       1.275         542.500                   1.275         518.320            
       1.280         531.650                   1.280         516.230            
       1.285         533.820                   1.285         514.140            
       1.290         535.990                   1.290         514.140            
       1.295         531.650                   1.295         516.230            
       1.300         531.650                   1.300         514.140            
       1.305         533.820                   1.305         516.230            
       1.310         533.820                   1.310         518.320            
       1.315         531.650                   1.315         514.140            
       1.320         531.650                   1.320         516.230            
       1.325         531.650                   1.325         518.320            
       1.330         531.650                   1.330         518.320            
       1.335         531.650                   1.335         516.230            
       1.340         529.480                   1.340         516.230            
       1.345         529.480                   1.345         522.500            
       1.350         536.280                   1.350         519.060            
       1.355         529.740                   1.355         510.620            
       1.360         531.920                   1.360         519.060            
       1.365         536.280                   1.365         519.060            
       1.370         545.000                   1.370         519.060            
       1.375         525.380                   1.375         516.950            
       1.380         531.920                   1.380         521.170            
       1.385         531.920                   1.385         514.840            
       1.390         531.920                   1.390         521.170            
       1.395         529.740                   1.395         523.280            
       1.400         523.200                   1.400         519.060            
       1.405         525.380                   1.405         523.280            
       1.410         531.920                   1.410         527.500            
       1.415         529.740                   1.415         514.840            
       1.420         525.380                   1.420         519.060            
       1.425         530.720                   1.425         522.500            
       1.430         530.720                   1.430         518.320            
       1.435         528.580                   1.435         518.320            
       1.440         530.720                   1.440         516.230            
       1.445         528.580                   1.445         518.320            
       1.450         524.300                   1.450         516.230            
       1.455         526.440                   1.455         518.320            
       1.460         526.440                   1.460         514.140            
       1.465         528.580                   1.465         522.500            
       1.470         530.720                   1.470         518.320            
       1.475         530.720                   1.475         516.230            
       1.480         526.440                   1.480         522.500            
       1.485         528.580                   1.485         518.320            
       1.490         535.000                   1.490         516.230            
       1.495         524.300                   1.495         522.500            
       1.500         537.500                   1.500         525.000            
       1.505         526.750                   1.505         516.600            
       1.510         528.900                   1.510         520.800            
       1.515         526.750                   1.515         518.700            
       1.520         528.900                   1.520         516.600            
       1.525         537.500                   1.525         512.400            
       1.530         528.900                   1.530         516.600            
       1.535         531.050                   1.535         514.500            
       1.540         526.750                   1.540         512.400            
       1.545         531.050                   1.545         514.500            
       1.550         531.050                   1.550         516.600            
       1.555         537.500                   1.555         518.700            
       1.560         537.500                   1.560         514.500            
       1.565         537.500                   1.565         512.400            
       1.570         537.500                   1.570         508.200            
       1.575         538.160                   1.575         517.500            
       1.580         533.820                   1.580         511.290            
       1.585         535.990                   1.585         509.220            
       1.590         529.480                   1.590         513.360            
       1.595         531.650                   1.595         511.290            
       1.600         535.990                   1.600         509.220            
       1.605         535.990                   1.605         509.220            
       1.610         535.990                   1.610         511.290            
       1.615         535.990                   1.615         507.150            
       1.620         535.990                   1.620         513.360            
       1.625         538.160                   1.625         511.290            
       1.630         533.820                   1.630         507.150            
       1.635         535.990                   1.635         509.220            
       1.640         542.500                   1.640         511.290            
       1.645         535.990                   1.645         509.220            
       1.650         545.870                   1.650         517.500            
       1.655         537.030                   1.655         507.150            
       1.660         539.240                   1.660         511.290            
       1.665         537.030                   1.665         509.220            
       1.670         539.240                   1.670         500.940            
       1.675         537.030                   1.675         509.220            
       1.680         543.660                   1.680         503.010            
       1.685         539.240                   1.685         503.010            
       1.690         541.450                   1.690         500.940            
       1.695         537.030                   1.695         507.150            
       1.700         539.240                   1.700         503.010            
       1.705         543.660                   1.705         507.150            
       1.710         552.500                   1.710         498.870            
       1.715         539.240                   1.715         509.220            
       1.720         541.450                   1.720         503.010            
       1.725         550.000                   1.725         512.500            
       1.730         539.000                   1.730         502.250            
       1.735         543.400                   1.735         502.250            
       1.740         536.800                   1.740         506.350            
       1.745         541.200                   1.745         504.300            
       1.750         543.400                   1.750         502.250            
       1.755         543.400                   1.755         502.250            
       1.760         539.000                   1.760         502.250            
       1.765         541.200                   1.765         502.250            
       1.770         536.800                   1.770         506.350            
       1.775         536.800                   1.775         508.400            
       1.780         536.800                   1.780         504.300            
       1.785         536.800                   1.785         504.300            
       1.790         536.800                   1.790         504.300            
       1.795         536.800                   1.795         506.350            
       1.800         543.660                   1.800         512.500            
       1.805         537.030                   1.805         508.400            
       1.810         543.660                   1.810         502.250            
       1.815         541.450                   1.815         498.150            
       1.820         539.240                   1.820         504.300            
       1.825         539.240                   1.825         504.300            
       1.830         539.240                   1.830         512.500            
       1.835         548.080                   1.835         502.250            
       1.840         543.660                   1.840         504.300            
       1.845         545.870                   1.845         498.150            
       1.850         548.080                   1.850         502.250            
       1.855         548.080                   1.855         498.150            
       1.860         552.500                   1.860         496.100            
       1.865         545.870                   1.865         496.100            
       1.870         548.080                   1.870         498.150            
       1.875         555.000                   1.875         505.000            
       1.880         543.900                   1.880         505.000            
       1.885         546.120                   1.885         494.900            
       1.890         546.120                   1.890         494.900            
       1.895         548.340                   1.895         498.940            
       1.900         546.120                   1.900         494.900            
       1.905         546.120                   1.905         494.900            
       1.910         548.340                   1.910         496.920            
       1.915         548.340                   1.915         494.900            
       1.920         543.900                   1.920         496.920            
       1.925         550.560                   1.925         496.920            
       1.930         546.120                   1.930         496.920            
       1.935         546.120                   1.935         496.920            
       1.940         548.340                   1.940         498.940            
       1.945         550.560                   1.945         496.920            
       1.950         550.560                   1.950         498.480            
       1.955         548.340                   1.955         502.500            
       1.960         546.120                   1.960         494.460            
       1.965         543.900                   1.965         496.470            
       1.970         548.340                   1.970         492.450            
       1.975         546.120                   1.975         496.470            
       1.980         550.560                   1.980         492.450            
       1.985         546.120                   1.985         496.470            
       1.990         546.120                   1.990         498.480            
       1.995         550.560                   1.995         494.460            
       2.000         546.120                   2.000         498.480            
       2.005         548.340                   2.005         502.500            
       2.010         550.560                   2.010         494.460            
       2.015         555.000                   2.015         496.470            
       2.020         550.560                   2.020         502.500            
       2.025         560.000                   2.025         505.000            
       2.030         553.280                   2.030         500.960            
       2.035         546.560                   2.035         496.920            
       2.040         553.280                   2.040         505.000            
       2.045         551.040                   2.045         496.920            
       2.050         553.280                   2.050         496.920            
       2.055         551.040                   2.055         496.920            
       2.060         553.280                   2.060         494.900            
       2.065         560.000                   2.065         496.920            
       2.070         553.280                   2.070         496.920            
       2.075         560.000                   2.075         498.940            
       2.080         555.520                   2.080         498.940            
       2.085         553.280                   2.085         496.920            
       2.090         555.520                   2.090         498.940            
       2.095         560.000                   2.095         505.000            
       2.100         555.520                   2.100         497.500            
       2.105         553.280                   2.105         493.520            
       2.110         555.520                   2.110         493.520            
       2.115         555.520                   2.115         497.500            
       2.120         548.800                   2.120         493.520            
       2.125         560.000                   2.125         497.500            
       2.130         546.560                   2.130         497.500            
       2.135         548.800                   2.135         491.530            
       2.140         548.800                   2.140         489.540            
       2.145         551.040                   2.145         491.530            
       2.150         548.800                   2.150         497.500            
       2.155         551.040                   2.155         485.560            
       2.160         553.280                   2.160         491.530            
       2.165         546.560                   2.165         491.530            
       2.170         551.040                   2.170         493.520            
       2.175         555.520                   2.175         500.000            
       2.180         546.560                   2.180         494.000            
       2.185         548.800                   2.185         490.000            
       2.190         546.560                   2.190         496.000            
       2.195         548.800                   2.195         496.000            
       2.200         548.800                   2.200         492.000            
       2.205         546.560                   2.205         490.000            
       2.210         551.040                   2.210         494.000            
       2.215         553.280                   2.215         496.000            
       2.220         548.800                   2.220         492.000            
       2.225         548.800                   2.225         492.000            
       2.230         548.800                   2.230         492.000            
       2.235         553.280                   2.235         500.000            
       2.240         555.520                   2.240         494.000            
       2.245         560.000                   2.245         494.000            
       2.250         558.000                   2.250         502.500            
       2.255         553.500                   2.255         496.470            
       2.260         555.750                   2.260         494.460            
       2.265         555.750                   2.265         498.480            
       2.270         555.750                   2.270         494.460            
       2.275         553.500                   2.275         496.470            
       2.280         553.500                   2.280         486.420            
       2.285         551.250                   2.285         492.450            
       2.290         555.750                   2.290         494.460            
       2.295         549.000                   2.295         488.430            
       2.300         553.500                   2.300         486.420            
       2.305         555.750                   2.305         488.430            
       2.310         562.500                   2.310         488.430            
       2.315         553.500                   2.315         488.430            
       2.320         555.750                   2.320         482.400            
       2.325         557.500                   2.325         488.560            
       2.330         550.810                   2.330         484.620            
       2.335         546.350                   2.335         486.590            
       2.340         548.580                   2.340         492.500            
       2.345         544.120                   2.345         484.620            
       2.350         548.580                   2.350         486.590            
       2.355         550.810                   2.355         480.680            
       2.360         548.580                   2.360         486.590            
       2.365         546.350                   2.365         484.620            
       2.370         546.350                   2.370         488.560            
       2.375         548.580                   2.375         480.680            
       2.380         544.120                   2.380         486.590            
       2.385         550.810                   2.385         484.620            
       2.390         548.580                   2.390         484.620            
       2.395         548.580                   2.395         480.680            
       2.400         553.280                   2.400         484.410            
       2.405         551.040                   2.405         488.430            
       2.410         546.560                   2.410         486.420            
       2.415         546.560                   2.415         484.410            
       2.420         544.320                   2.420         482.400            
       2.425         544.320                   2.425         488.430            
       2.430         544.320                   2.430         492.450            
       2.435         546.560                   2.435         484.410            
       2.440         544.320                   2.440         486.420            
       2.445         544.320                   2.445         488.430            
       2.450         546.560                   2.450         486.420            
       2.455         560.000                   2.455         502.500            
       2.460         544.320                   2.460         486.420            
       2.465         546.560                   2.465         488.430            
       2.470         546.560                   2.470         494.460            
       2.475         552.500                   2.475         502.500            
       2.480         541.450                   2.480         486.420            
       2.485         543.660                   2.485         492.450            
       2.490         541.450                   2.490         492.450            
       2.495         537.030                   2.495         492.450            
       2.500         541.450                   2.500         492.450            
       2.505         539.240                   2.505         492.450            
       2.510         543.660                   2.510         488.430            
       2.515         537.030                   2.515         492.450            
       2.520         543.660                   2.520         488.430            
       2.525         543.660                   2.525         486.420            
       2.530         543.660                   2.530         492.450            
       2.535         545.870                   2.535         488.430            
       2.540         545.870                   2.540         492.450            
       2.545         541.450                   2.545         494.460            
       2.550         550.000                   2.550         494.460            
       2.555         541.200                   2.555         492.450            
       2.560         541.200                   2.560         492.450            
       2.565         539.000                   2.565         492.450            
       2.570         541.200                   2.570         494.460            
       2.575         539.000                   2.575         492.450            
       2.580         539.000                   2.580         488.430            
       2.585         539.000                   2.585         488.430            
       2.590         539.000                   2.590         488.430            
       2.595         541.200                   2.595         492.450            
       2.600         536.800                   2.600         488.430            
       2.605         534.600                   2.605         502.500            
       2.610         534.600                   2.610         496.470            
       2.615         539.000                   2.615         494.460            
       2.620         539.000                   2.620         496.470            
       2.625         545.870                   2.625         499.380            
       2.630         539.240                   2.630         493.290            
       2.635         543.660                   2.635         497.350            
       2.640         539.240                   2.640         497.350            
       2.645         537.030                   2.645         493.290            
       2.650         530.400                   2.650         489.230            
       2.655         541.450                   2.655         497.350            
       2.660         539.240                   2.660         501.410            
       2.665         552.500                   2.665         493.290            
       2.670         543.660                   2.670         497.350            
       2.675         543.660                   2.675         497.350            
       2.680         543.660                   2.680         501.410            
       2.685         545.870                   2.685         503.440            
       2.690         545.870                   2.690         501.410            
       2.695         545.870                   2.695         507.500            
       2.700         549.340                   2.700         510.000            
       2.705         549.340                   2.705         499.800            
       2.710         551.610                   2.710         510.000            
       2.715         551.610                   2.715         505.920            
       2.720         553.880                   2.720         510.000            
       2.725         547.070                   2.725         503.880            
       2.730         553.880                   2.730         501.840            
       2.735         558.420                   2.735         510.000            
       2.740         556.150                   2.740         505.920            
       2.745         560.690                   2.745         501.840            
       2.750         558.420                   2.750         503.880            
       2.755         562.960                   2.755         505.920            
       2.760         567.500                   2.760         499.800            
       2.765         567.500                   2.765         499.800            
       2.770         562.960                   2.770         501.840            
